case_id,item_id,account_segment,account_industry,health_score,open_escalation_count,product_archetype,product_family,charge_model,gross_margin_percent,gross_margin_band,strategic_product_tier,attach_product_type,is_core_product,usage_percent,active_user_percent,login_trend_30d,ticket_count_90d,sev1_count_90d,csat_score,current_quantity,current_discount_percent,current_arr,list_unit_price,net_unit_price,payment_risk_band,adoption_band,demo_scenario_key,rule_risk_score,rule_disposition,observed_renewal_outcome,observed_discount_accepted,observed_reviewer_override,observed_arr_delta_percent,risk_label,expansion_label
syn_case_0266,syn_item_0266,MID_MARKET,RETAIL,73.3,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,79.0,72.6,12.6,2,1,3.9,100,11.0,533761.3,6000,5337.6,MEDIUM,STRONG,BASE_CASE,3,RENEW,EXPANDED,1,0,29.2,0,1
syn_case_0267,syn_item_0267,STRATEGIC,ENERGY,56.1,2,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,26.8,24.8,-20.0,3,1,3.1,5,18.0,4918.7,1200,983.7,LOW,WEAK,ADOPTION_DECLINE,74,RENEW_WITH_CONCESSION,WON,1,1,1.3,71.5,0
syn_case_0268,syn_item_0268,ENTERPRISE,TECHNOLOGY,98,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,121.5,88.9,6.5,0,0,4.4,10,2.0,235144.4,24000,23514.4,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,7.9,0,1
syn_case_0269,syn_item_0269,STRATEGIC,MANUFACTURING,96.7,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,79.0,77.8,-2.2,3,0,4.9,1,13.9,41341.9,48000,41341.9,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,20.8,0,1
syn_case_0270,syn_item_0270,ENTERPRISE,FINANCIAL_SERVICES,67.8,4,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,113.3,92.3,15.3,1,0,4.5,1,22.7,1855.5,2400,1855.5,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,26.8,0,1
syn_case_0271,syn_item_0271,MID_MARKET,ENERGY,39.3,4,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,36.4,46.5,-14.7,6,1,3.5,5,15.3,10163.2,2400,2032.6,LOW,WEAK,ADOPTION_DECLINE,49,RENEW,WON,1,0,7.2,48.8,0
syn_case_0272,syn_item_0272,MID_MARKET,RETAIL,39.6,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,27.3,41.2,-19.6,8,1,3.2,10,18.1,736776.1,90000,73677.6,MEDIUM,WEAK,ADOPTION_DECLINE,75,RENEW_WITH_CONCESSION,LOST,1,1,-6.6,84.7,0
syn_case_0273,syn_item_0273,STRATEGIC,FINANCIAL_SERVICES,97.6,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,75.0,89.8,15.7,3,0,4.0,100,25.0,3599468.9,48000,35994.7,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.6,0,1
syn_case_0274,syn_item_0274,MID_MARKET,TECHNOLOGY,65.0,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,63.5,84.3,9.0,0,1,4.2,25,14.4,25680.7,1200,1027.2,LOW,MODERATE,BASE_CASE,2,RENEW,WON,1,0,4.3,0,0
syn_case_0275,syn_item_0275,COMMERCIAL,RETAIL,54.5,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,39.3,22.3,-6.2,9,2,2.8,1,15.5,126771.9,150000,126771.9,MEDIUM,WEAK,ADOPTION_DECLINE,84,ESCALATE,WON,1,0,-8.4,77.3,0
syn_case_0276,syn_item_0276,ENTERPRISE,FINANCIAL_SERVICES,40.8,4,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,88.7,87.6,21.1,3,0,4.9,1,16.5,2004.4,2400,2004.4,HIGH,STRONG,EXPANSION_UPSIDE,12,RENEW,EXPANDED,1,0,12.4,16.7,1
syn_case_0277,syn_item_0277,COMMERCIAL,TELECOM,50.3,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,82.2,65.9,6.8,4,0,4.6,2,12.6,41954.2,24000,20977.1,MEDIUM,STRONG,BASE_CASE,2,RENEW,EXPANDED,1,0,16.0,4.6,1
syn_case_0278,syn_item_0278,COMMERCIAL,TECHNOLOGY,96.4,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,62.9,84.0,-2.8,2,1,3.9,50,13.1,104295.0,2400,2085.9,LOW,MODERATE,BASE_CASE,0,RENEW,WON,1,0,-5.9,0,0
syn_case_0279,syn_item_0279,MID_MARKET,MANUFACTURING,81.7,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,69.7,80.9,7.4,3,0,5.0,3,13.1,3129.1,1200,1043.0,LOW,MODERATE,BASE_CASE,0,RENEW,EXPANDED,1,0,22.7,0,1
syn_case_0280,syn_item_0280,ENTERPRISE,FINANCIAL_SERVICES,51.9,3,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,58.7,67.9,-6.3,4,2,4.0,5,16.7,99910.8,24000,19982.2,MEDIUM,MODERATE,PAYMENT_APPROVAL_RISK,32,RENEW,EXPANDED,1,0,11.7,32.2,1
syn_case_0281,syn_item_0281,MID_MARKET,RETAIL,91.4,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,67.3,70.3,-6.0,6,1,3.7,2,22.3,18636.9,12000,9318.4,HIGH,MODERATE,PAYMENT_APPROVAL_RISK,17,RENEW,EXPANDED,1,0,22.0,25.2,1
syn_case_0282,syn_item_0282,COMMERCIAL,ENERGY,68.8,4,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,60.6,57.4,10.0,4,0,4.0,5,26.7,549893.9,150000,109978.8,LOW,MODERATE,MARGIN_RECOVERY,4,RENEW,EXPANDED,1,0,12.6,17.3,1
syn_case_0283,syn_item_0283,MID_MARKET,ENERGY,81.0,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,93.6,62.0,3.1,2,0,4.9,10,2.8,23330.3,2400,2333.0,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,25.1,2.7,1
syn_case_0284,syn_item_0284,MID_MARKET,PUBLIC_SECTOR,81.6,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,102.0,95.2,24.5,1,0,4.3,1,0,12000.0,12000,12000.0,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,29.6,12.8,1
syn_case_0285,syn_item_0285,MID_MARKET,HEALTHCARE,85.5,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,117.3,96.1,28.3,1,0,4.6,1,9.9,5404.4,6000,5404.4,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,24.0,6.8,1
syn_case_0286,syn_item_0286,MID_MARKET,FINANCIAL_SERVICES,72.6,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,41.6,25.6,-8.8,3,0,3.8,10,16.3,1254997.1,150000,125499.7,MEDIUM,WEAK,ADOPTION_DECLINE,34,RENEW,WON,1,0,-8.9,22.9,0
syn_case_0287,syn_item_0287,MID_MARKET,PUBLIC_SECTOR,81.7,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,66.9,75.4,8.2,0,0,4.1,10,0,1500000.0,150000,150000.0,MEDIUM,MODERATE,BASE_CASE,0,RENEW,EXPANDED,1,0,20.9,1.8,1
syn_case_0288,syn_item_0288,STRATEGIC,HEALTHCARE,51.2,7,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,29.4,40.7,-18.8,13,2,2.6,1,13.5,10377.6,12000,10377.6,MEDIUM,WEAK,CUSTOMER_RISK_ESCALATION,87,ESCALATE,WON,1,0,-5.6,81.6,0
syn_case_0289,syn_item_0289,MID_MARKET,RETAIL,74.1,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,114.7,83.7,29.1,2,0,4.2,100,39.9,72132.3,1200,721.3,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,0,0,11.6,0,1
syn_case_0290,syn_item_0290,COMMERCIAL,HEALTHCARE,27.4,2,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,28.8,19.2,-23.6,3,1,3.1,1,15.7,5056.9,6000,5056.9,LOW,WEAK,ADOPTION_DECLINE,81,ESCALATE,CONTRACTED,1,0,-12.6,82.8,0
syn_case_0291,syn_item_0291,ENTERPRISE,TELECOM,89.6,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,85.3,67.3,0.7,2,0,4.7,5,23.4,183907.8,48000,36781.6,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,16.0,0.7,1
syn_case_0292,syn_item_0292,STRATEGIC,TELECOM,83.8,0,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,89.0,93.6,33.0,1,0,4.7,50,0,60000.0,1200,1200.0,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,18.3,0,1
syn_case_0293,syn_item_0293,COMMERCIAL,FINANCIAL_SERVICES,67.9,1,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,92.7,64.5,5.8,1,1,4.9,100,13.5,518858.5,6000,5188.6,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,8.6,0,1
syn_case_0294,syn_item_0294,STRATEGIC,ENERGY,39.1,4,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,23.4,27.7,-6.0,9,2,3.5,10,9.8,10827.2,1200,1082.7,HIGH,WEAK,ADOPTION_DECLINE,99,ESCALATE,WON,1,0,-14.6,96.4,0
syn_case_0295,syn_item_0295,STRATEGIC,TELECOM,80.2,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,69.3,59.8,-7.4,12,4,2.9,2,19.1,145669.4,90000,72834.7,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,49,ESCALATE,EXPANDED,1,0,24.4,51.3,1
syn_case_0296,syn_item_0296,MID_MARKET,ENERGY,64.5,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,89.1,63.3,11.3,3,1,4.3,1,37.3,1504.8,2400,1504.8,LOW,STRONG,MARGIN_RECOVERY,22,RENEW,WON,1,0,-2.2,9.7,0
syn_case_0297,syn_item_0297,MID_MARKET,FINANCIAL_SERVICES,72.7,3,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,89.9,81.1,-1.1,5,0,3.8,100,30.0,168045.2,2400,1680.5,LOW,STRONG,MARGIN_RECOVERY,3,RENEW,EXPANDED,1,0,15.0,0,1
syn_case_0298,syn_item_0298,COMMERCIAL,PUBLIC_SECTOR,63.6,4,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,80.0,69.7,-3.3,1,0,4.2,1,17.2,4968.1,6000,4968.1,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,18.4,0,1
syn_case_0299,syn_item_0299,MID_MARKET,TELECOM,73.5,3,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,86.7,88.8,1.0,4,1,4.2,2,6.7,89552.4,48000,44776.2,LOW,STRONG,BASE_CASE,1,RENEW,EXPANDED,1,0,18.8,0,1
syn_case_0000,syn_item_0300,STRATEGIC,RETAIL,76.4,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,105.9,91.8,7.3,2,0,4.3,3,21.3,56695.3,24000,18898.4,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,19.7,0,1
syn_case_0001,syn_item_0301,MID_MARKET,PUBLIC_SECTOR,91.5,0,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,64.9,91.6,-1.8,3,0,4.2,1,10.4,43015.2,48000,43015.2,HIGH,MODERATE,BASE_CASE,0,RENEW,EXPANDED,1,0,11.7,0,1
syn_case_0002,syn_item_0302,STRATEGIC,FINANCIAL_SERVICES,68.1,1,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,89.3,62.5,0.0,4,1,4.4,2,14.7,20472.3,12000,10236.2,LOW,STRONG,BASE_CASE,6,RENEW,EXPANDED,1,0,9.1,5.4,1
syn_case_0003,syn_item_0303,STRATEGIC,PUBLIC_SECTOR,76.9,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,83.6,77.8,7.0,4,1,4.4,3,9.9,32425.0,12000,10808.3,MEDIUM,STRONG,BASE_CASE,3,RENEW,EXPANDED,1,0,13.0,0,1
syn_case_0004,syn_item_0304,COMMERCIAL,FINANCIAL_SERVICES,82.9,0,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,83.8,75.0,0.8,1,1,4.4,1,18.4,39185.4,48000,39185.4,HIGH,STRONG,BASE_CASE,8,RENEW,EXPANDED,1,0,13.5,7.9,1
syn_case_0005,syn_item_0305,COMMERCIAL,TECHNOLOGY,39.7,1,PREMIUM_SAAS_SUITE,Applications,Annual Subscription,82,HIGH,STRATEGIC,CORE_SUITE,1,56.8,29.5,-23.9,3,2,3.2,25,10.8,53514.1,2400,2140.6,MEDIUM,MODERATE,ADOPTION_DECLINE,67,RENEW_WITH_CONCESSION,WON,1,0,-3.8,65.7,0
syn_case_0006,syn_item_0306,MID_MARKET,MANUFACTURING,48.6,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,52.9,19.3,-16.7,8,1,3.0,3,33.0,96523.1,48000,32174.4,LOW,MODERATE,ADOPTION_DECLINE,78,RENEW_WITH_CONCESSION,WON,1,0,-8.1,81.1,0
syn_case_0007,syn_item_0307,ENTERPRISE,RETAIL,86.3,0,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,65.4,65.9,6.6,4,1,4.0,10,2.0,470345.3,48000,47034.5,MEDIUM,MODERATE,BASE_CASE,6,RENEW,WON,1,0,9.6,8.6,0
syn_case_0008,syn_item_0308,ENTERPRISE,TECHNOLOGY,81.6,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,108.0,97.7,8.2,3,0,4.8,10,13.3,1300468.6,150000,130046.9,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,11.8,0,1
syn_case_0009,syn_item_0309,MID_MARKET,HEALTHCARE,59.6,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,52.2,51.6,-22.5,7,1,3.0,10,11.1,213255.5,24000,21325.6,HIGH,MODERATE,ADOPTION_DECLINE,64,RENEW_WITH_CONCESSION,WON,1,0,3.3,59.7,0
syn_case_0010,syn_item_0310,STRATEGIC,HEALTHCARE,49.0,2,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,41.4,47.5,-21.1,7,2,2.7,1,21.3,4720.2,6000,4720.2,LOW,WEAK,ADOPTION_DECLINE,66,RENEW_WITH_CONCESSION,LOST,1,0,-3.7,78.1,0
syn_case_0011,syn_item_0311,COMMERCIAL,MANUFACTURING,45.8,0,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,22.6,50.8,-9.8,6,2,3.1,2,17.6,3954.8,2400,1977.4,MEDIUM,WEAK,ADOPTION_DECLINE,80,ESCALATE,WON,1,0,-6.6,86.0,0
syn_case_0012,syn_item_0312,COMMERCIAL,FINANCIAL_SERVICES,76.0,0,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,82.5,67.5,9.4,2,1,4.8,5,9.2,54460.4,12000,10892.1,MEDIUM,STRONG,BASE_CASE,4,RENEW,EXPANDED,1,0,8.1,11.3,1
syn_case_0013,syn_item_0313,COMMERCIAL,ENERGY,56.9,1,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,72.0,60.0,11.7,3,0,3.8,25,14.4,51351.9,2400,2054.1,LOW,STRONG,BASE_CASE,8,RENEW,EXPANDED,1,0,7.0,6.3,1
syn_case_0014,syn_item_0314,MID_MARKET,HEALTHCARE,77.8,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,73.9,71.6,7.0,1,0,4.8,1,5.8,1130.9,1200,1130.9,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,5.5,0,0
syn_case_0015,syn_item_0315,ENTERPRISE,TECHNOLOGY,82.1,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,86.0,63.8,6.9,3,1,4.2,2,12.6,10486.2,6000,5243.1,LOW,STRONG,BASE_CASE,6,RENEW,EXPANDED,1,0,23.5,7.0,1
syn_case_0016,syn_item_0316,STRATEGIC,TELECOM,64.5,2,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,64.1,80.5,4.8,2,0,4.2,5,4.3,229615.5,48000,45923.1,HIGH,MODERATE,PAYMENT_APPROVAL_RISK,13,RENEW,WON,1,0,6.4,2.6,0
syn_case_0017,syn_item_0317,MID_MARKET,TELECOM,79.5,0,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,84.7,74.8,4.2,2,0,4.4,1,19.8,72193.1,90000,72193.1,HIGH,STRONG,BASE_CASE,1,RENEW,WON,1,0,1.9,0,0
syn_case_0018,syn_item_0318,COMMERCIAL,RETAIL,98,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,72.6,51.9,-4.1,3,1,4.4,10,4.2,862192.8,90000,86219.3,HIGH,STRONG,PAYMENT_APPROVAL_RISK,14,RENEW,WON,1,0,0.6,5.8,0
syn_case_0019,syn_item_0319,ENTERPRISE,HEALTHCARE,66.5,3,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,78.2,71.7,15.8,1,1,5.0,50,8.7,2190879.1,48000,43817.6,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,15.5,0,1
syn_case_0020,syn_item_0320,MID_MARKET,MANUFACTURING,93.5,0,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,92.3,91.2,6.1,4,0,4.5,2,19.6,77144.2,48000,38572.1,HIGH,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,10.2,0,1
syn_case_0021,syn_item_0321,MID_MARKET,TECHNOLOGY,66.9,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,97.1,78.8,13.7,3,0,4.9,2,16.6,40012.4,24000,20006.2,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,12.4,8.5,1
syn_case_0022,syn_item_0322,STRATEGIC,RETAIL,85.5,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,71.1,63.6,11.7,4,1,4.7,1,19.1,72810.8,90000,72810.8,LOW,STRONG,BASE_CASE,0,RENEW,WON,1,0,5.8,9.1,0
syn_case_0023,syn_item_0323,ENTERPRISE,FINANCIAL_SERVICES,81.7,0,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,106.4,86.7,25.1,1,0,4.3,3,12.3,126350.5,48000,42116.8,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,27.5,0,1
syn_case_0024,syn_item_0324,STRATEGIC,TECHNOLOGY,85.4,0,SECURITY_ADD_ON,Security,Annual Subscription,80,HIGH,EXPANSION,ADD_ON,0,82.1,73.8,-3.9,0,1,4.2,3,9.1,65416.0,24000,21805.3,LOW,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,13.9,7.2,1
syn_case_0025,syn_item_0325,STRATEGIC,PUBLIC_SECTOR,70.3,1,AI_ADD_ON,AI / Data,Usage Add-on,86,HIGH,STRATEGIC,ADD_ON,0,95.7,79.4,17.1,1,0,4.2,10,22.4,1163375.2,150000,116337.5,LOW,VERY_STRONG,BASE_CASE,0,EXPAND,EXPANDED,1,0,13.4,0.8,1
syn_case_0026,syn_item_0326,MID_MARKET,RETAIL,77.3,0,DATA_PLATFORM,AI / Data,Annual Subscription,74,HIGH,STRATEGIC,CORE_PLATFORM,1,64.4,75.7,7.8,2,1,4.5,1,14.3,10278.8,12000,10278.8,MEDIUM,MODERATE,BASE_CASE,3,RENEW,WON,1,0,1.4,0,0
syn_case_0027,syn_item_0327,MID_MARKET,HEALTHCARE,49.1,6,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,50.0,43.7,-19.5,8,4,2.9,5,11.6,53029.9,12000,10606.0,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,66,ESCALATE,WON,1,0,-9.4,71.6,0
syn_case_0028,syn_item_0328,ENTERPRISE,TECHNOLOGY,33.5,3,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,28.7,39.1,-18.3,11,2,3.9,100,12.9,209000.9,2400,2090.0,MEDIUM,WEAK,ADOPTION_DECLINE,82,ESCALATE,WON,1,0,-11.5,77.9,0
syn_case_0029,syn_item_0329,ENTERPRISE,TECHNOLOGY,49.0,2,CORE_SAAS_SEATS,Applications,Per User / Annual,78,HIGH,CORE,CORE_SUITE,1,47.0,40.6,-11.9,13,3,2.7,10,9.3,21766.7,2400,2176.7,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,73,ESCALATE,WON,1,0,-17.0,62.5,0
syn_case_0030,syn_item_0330,STRATEGIC,FINANCIAL_SERVICES,74.4,4,COMPLIANCE_GOVERNANCE,Compliance,Annual Subscription,79,HIGH,STRATEGIC,ADD_ON,0,91.9,78.5,9.8,1,1,4.6,50,29.7,3165079.2,90000,63301.6,HIGH,STRONG,BASE_CASE,4,RENEW,WON,1,0,-1.2,4.0,0
syn_case_0031,syn_item_0331,MID_MARKET,TECHNOLOGY,82.2,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,88.1,84.6,21.0,2,0,4.7,1,23.8,1828.0,2400,1828.0,LOW,STRONG,EXPANSION_UPSIDE,0,RENEW,EXPANDED,1,0,17.1,4.7,1
syn_case_0032,syn_item_0332,COMMERCIAL,TECHNOLOGY,63.8,4,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,99.8,88.1,28.5,0,0,4.7,5,2.7,5840.1,1200,1168.0,LOW,VERY_STRONG,EXPANSION_UPSIDE,0,EXPAND,EXPANDED,1,0,18.6,0,1
syn_case_0033,syn_item_0333,MID_MARKET,ENERGY,63.6,0,ANALYTICS_MODULE,Analytics,Annual Subscription,76,HIGH,EXPANSION,ADD_ON,0,58.0,71.1,0.9,7,2,4.3,50,30.9,5182123.0,150000,103642.5,MEDIUM,MODERATE,PAYMENT_APPROVAL_RISK,39,RENEW,WON,1,0,5.5,34.9,0
syn_case_0034,syn_item_0334,COMMERCIAL,PUBLIC_SECTOR,63.8,1,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,73.1,70.3,3.4,3,1,4.5,5,9.7,27077.5,6000,5415.5,LOW,STRONG,BASE_CASE,9,RENEW,EXPANDED,1,0,28.0,9.6,1
syn_case_0035,syn_item_0335,ENTERPRISE,FINANCIAL_SERVICES,69.3,2,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,57.9,52.0,-19.3,7,0,4.0,2,19.4,38686.8,24000,19343.4,LOW,MODERATE,ADOPTION_DECLINE,8,RENEW,EXPANDED,1,0,13.5,2.9,1
syn_case_0036,syn_item_0336,STRATEGIC,TELECOM,71.4,0,MARKETPLACE_INTEGRATION,Integrations,Annual Subscription,68,MEDIUM,ATTACH,ADD_ON,0,86.2,65.8,17.3,1,0,5.0,1,16.6,20026.9,24000,20026.9,MEDIUM,STRONG,BASE_CASE,0,RENEW,EXPANDED,1,0,14.8,0,1
syn_case_0037,syn_item_0337,COMMERCIAL,FINANCIAL_SERVICES,64.8,1,USAGE_CLOUD_INFRA,Infrastructure,Annual / Consumption Commit,62,MEDIUM,STRATEGIC,CORE_PLATFORM,1,73.3,78.0,7.7,3,1,4.0,2,7.8,165892.7,90000,82946.4,LOW,STRONG,BASE_CASE,13,RENEW,WON,1,0,-1.4,18.8,0
syn_case_0038,syn_item_0338,ENTERPRISE,TELECOM,67.6,4,PREMIUM_SUPPORT,Support,Annual Subscription,58,MEDIUM,ATTACH,SUPPORT,0,62.2,59.5,-15.1,8,3,2.8,1,28.5,8575.2,12000,8575.2,LOW,MODERATE,CUSTOMER_RISK_ESCALATION,46,ESCALATE,WON,1,0,-1.1,54.2,0
syn_case_0039,syn_item_0339,ENTERPRISE,MANUFACTURING,67.5,0,PRO_SERVICES,Professional Services,One Time,34,LOW,SERVICES,SERVICES,0,63.7,79.0,-0.6,1,1,4.1,2,21.2,9456.8,6000,4728.4,LOW,MODERATE,BASE_CASE,2,RENEW,WON,1,0,2.6,13.5,0
syn_case_0040,syn_item_0340,MID_MARKET,TELECOM,64.8,4,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,87.5,90.3,-1.9,0,1,4.5,10,12.3,789454.7,90000,78945.5,HIGH,STRONG,BASE_CASE,12,RENEW,EXPANDED,1,0,18.2,11.8,1
syn_case_0041,syn_item_0341,MID_MARKET,MANUFACTURING,53.6,6,STORAGE_CAPACITY,Infrastructure,Consumption,64,MEDIUM,EXPANSION,CAPACITY,0,43.9,25.3,3.5,11,4,2.6,5,18.7,48789.5,12000,9757.9,MEDIUM,WEAK,CUSTOMER_RISK_ESCALATION,91,ESCALATE,LOST,1,0,-18.3,89.5,0
